match_id,时间,赛事,主队,客队,胜概率,平概率,负概率,主进球,客进球,胜赔付,平赔付,负赔付,轮次>10%,记录时间
497434,2026-05-13 17:00:00,日本J2/J3百年构想联赛,鸟取飞翔,滋贺湖王,41.84%,28.10%,30.06%,1.268,1.027,0.8786,0.8656,0.9318,"0, 1, 2, 3, 4",2026-05-13 16:01:06
504463,2026-05-13 18:00:00,日本J1百年构想联赛,町田泽维亚,东京绿茵,51.55%,27.57%,20.88%,1.383,0.777,0.9897,0.8354,0.8039,"0, 1, 2, 3, 4",2026-05-13 16:01:11
504464,2026-05-13 18:00:00,日本J1百年构想联赛,神户胜利船,京都不死鸟,55.72%,23.73%,20.55%,1.684,0.924,0.9472,0.8306,0.8734,"1, 2, 3, 4",2026-05-13 16:01:15
