match_id,时间,赛事,主队,客队,胜概率,平概率,负概率,主进球,客进球,胜赔付,平赔付,负赔付,轮次>10%,记录时间
504539,2026-05-14 21:00:00,比利时杯,圣基莱斯联,安德列治,54.83%,23.47%,21.69%,1.720,1.004,0.9322,0.7981,0.8785,"1, 2, 3, 4",2026-05-14 20:00:56
504535,2026-05-14 21:00:00,瑞典杯,米赞比,哈马比,35.28%,25.13%,39.59%,1.354,1.448,1.2348,0.7540,0.7838,"1, 2, 3, 4",2026-05-14 20:01:01
505091,2026-05-14 22:00:00,女子德国杯,沃尔夫斯堡女足,拜仁慕尼黑女足,15.31%,18.09%,66.60%,1.040,2.300,0.7808,0.7056,0.9191,"1, 2, 3, 4, 5",2026-05-14 20:01:06
