match_id,时间,赛事,主队,客队,胜概率,平概率,负概率,主进球,客进球,胜赔付,平赔付,负赔付,轮次>10%,记录时间
503184,2026-05-11 09:00:00,美国职业大联盟联赛,洛杉矶FC,侯斯顿戴拿模,59.18%,21.00%,19.82%,1.995,1.086,0.9468,0.7981,0.8424,"1, 2, 3, 4, 5",2026-05-11 10:34:50
503660,2026-05-11 09:15:00,墨西哥超级联赛,普马斯,阿美利加会,34.96%,24.36%,40.68%,1.419,1.548,0.8287,0.8549,0.9641,"1, 2, 3, 4, 5",2026-05-11 10:35:00
