match_id,时间,赛事,主队,客队,胜概率,平概率,负概率,主进球,客进球,胜赔付,平赔付,负赔付,轮次>10%,记录时间
503751,2026-05-12 18:30:00,南韩职业联赛,FC江原,大田市民,43.20%,27.64%,29.16%,1.316,1.032,0.8855,0.8763,0.9098,"1, 2, 3, 4",2026-05-12 16:36:52
503752,2026-05-12 18:30:00,南韩职业联赛,FC光州,FC首尔,13.24%,20.24%,66.52%,0.726,1.927,0.9133,0.8704,0.8848,"1, 2, 3, 4",2026-05-12 16:36:57
503753,2026-05-12 18:30:00,南韩职业联赛,仁川联,浦项制铁,38.94%,27.84%,33.22%,1.237,1.113,0.9113,0.8685,0.8803,"0, 1, 2, 3, 4",2026-05-12 16:37:02
